,出发机场,到达机场,航班编号,飞机编号,计划飞行时间,计划起飞时刻,航班月份,计划到达时刻,前序延误,起飞间隔,到达特情,出发特情,出发天气,出发气温,到达天气,到达气温,航空公司,航班性质,飞机延误目标
13575,320,72,18411,0.0,2.0833333,17,6,19,0.458428480424,4.52048854749,0,1,117,0,16,0,91,0,0
9477,217,293,811,0.0,3.1666667,23,6,2,0.458428480424,4.52048854749,0,0,64,0,87,0,1,1,1
8824,389,55,12976,0.0,1.5,4,6,6,0.458428480424,4.52048854749,0,0,62,0,24,0,60,1,1
126166,226,297,11628,0.0,2.25,6,10,8,0.458428480424,4.52048854749,0,1,49,0,82,0,57,0,0
125975,226,118,11585,0.0,2.1666667,8,10,10,0.458428480424,4.52048854749,0,0,42,0,9,0,57,0,0
119646,226,315,11581,0.0,2.9166667,8,9,11,0.458428480424,4.52048854749,0,0,16,0,22,0,57,0,0
99255,299,63,23842,0.0,2.25,21,5,0,0.458428480424,4.52048854749,0,0,28,0,16,0,116,0,0
120652,226,315,11631,0.0,2.9166667,11,9,14,0.458428480424,4.52048854749,0,0,16,0,20,0,57,0,0
127176,226,55,11663,0.0,2.0833333,5,10,7,0.458428480424,4.52048854749,0,0,87,0,62,0,57,0,0
1659,55,210,23860,0.0,1.8333334,3,5,4,0.458428480424,4.52048854749,0,0,95,0,85,0,116,1,1
118874,226,55,11663,0.0,2.0833333,5,9,7,0.458428480424,4.52048854749,0,0,22,0,62,0,57,0,0
755,423,388,426,0.0,3.25,9,5,12,0.458428480424,4.52048854749,0,0,64,0,62,0,1,1,1
4255,332,139,15138,0.0,2.8333333,9,5,12,0.458428480424,4.52048854749,0,0,16,0,119,0,67,1,1
1692,217,363,1518,0.0,2.0833333,5,5,7,0.458428480424,4.52048854749,0,0,62,0,16,0,6,1,1
1379,90,55,15694,0.0,1.9166666,0,5,2,0.458428480424,4.52048854749,0,0,62,0,16,0,67,1,1
129967,433,388,2377,0.0,1.1666666,9,10,11,0.458428480424,4.52048854749,0,0,64,0,62,0,20,1,0
121470,190,63,11696,0.0,0.75,2,9,3,0.458428480424,4.52048854749,0,0,0,0,85,0,57,0,0
2382,289,390,17593,0.0,1.4166666,1,5,3,0.458428480424,4.52048854749,0,0,87,0,66,0,83,1,1
27547,299,344,8397,0.0,2.0,17,8,19,0.458428480424,4.52048854749,0,0,16,0,11,0,37,1,0
123179,1,230,11577,0.0,0.6666667,6,9,6,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
119119,397,428,2373,0.0,1.1666666,6,9,7,0.458428480424,4.52048854749,0,0,62,0,100,0,20,1,0
25555,217,416,12866,0.0,2.0833333,18,7,20,0.458428480424,4.52048854749,1,0,96,0,64,0,60,0,0
125352,226,315,11631,0.0,2.9166667,11,10,14,0.458428480424,4.52048854749,0,0,24,0,44,0,57,0,0
5919,160,147,16146,0.0,2.1666667,4,5,7,0.458428480424,4.52048854749,0,0,62,0,22,0,67,1,1
8498,47,148,6903,0.0,2.0,8,6,10,0.458428480424,4.52048854749,0,0,125,0,43,0,37,1,1
25924,226,360,12778,0.0,1.75,16,7,18,0.458428480424,4.52048854749,0,1,95,0,95,0,60,0,0
10282,47,417,18668,0.0,1.0,1,6,2,0.458428480424,4.52048854749,0,0,117,0,95,0,91,1,1
12121,60,48,6686,0.0,2.25,16,6,18,0.458428480424,4.52048854749,0,0,22,0,117,0,37,1,0
127946,226,407,11935,0.0,1.5833334,15,10,16,0.458428480424,4.52048854749,0,0,98,0,42,0,57,0,0
121818,1,230,11624,0.0,0.6666667,9,9,9,0.458428480424,4.52048854749,0,0,82,0,16,0,57,0,0
3888,459,74,19688,0.0,2.3333333,2,5,4,0.458428480424,4.52048854749,0,0,16,0,97,0,99,1,1
268,62,315,3280,0.0,2.6666667,13,5,15,0.458428480424,4.52048854749,0,0,89,0,42,0,32,1,1
3038,351,118,19139,0.0,1.4166666,14,5,15,0.458428480424,4.52048854749,1,1,5,0,95,0,91,1,1
120862,1,230,11627,0.0,0.6666667,9,9,9,0.458428480424,4.52048854749,0,0,24,0,16,0,57,0,0
109768,70,256,25599,0.0,2.0,22,7,0,0.458428480424,4.52048854749,0,0,96,0,52,0,140,0,0
127250,226,24,11637,0.0,0.5,11,10,12,0.458428480424,4.52048854749,0,1,87,0,42,0,57,0,0
119816,226,369,11686,0.0,0.5833333,3,9,3,0.458428480424,4.52048854749,0,0,16,0,16,0,57,0,0
1797,454,48,5985,0.0,1.0,12,5,13,0.458428480424,4.52048854749,1,0,97,0,117,0,37,1,1
129951,1,230,11636,0.0,0.6666667,9,10,9,0.458428480424,4.52048854749,0,0,42,0,42,0,57,0,0
125765,1,230,11637,0.0,0.6666667,9,10,9,0.458428480424,4.52048854749,0,0,42,0,87,0,57,0,0
7151,419,63,23838,0.0,1.0,5,5,6,0.458428480424,4.52048854749,0,0,0,0,82,0,116,1,1
6786,192,407,711,0.0,1.5,4,5,6,0.458428480424,4.52048854749,0,0,0,0,45,0,1,1,1
8320,299,72,5054,0.0,1.5,2,6,3,0.458428480424,4.52048854749,0,0,20,0,102,0,32,1,1
9411,383,416,16243,0.0,1.9166666,13,6,14,0.458428480424,4.52048854749,0,0,16,0,42,0,73,1,1
114833,226,405,11892,0.0,2.0833333,5,8,7,0.458428480424,4.52048854749,0,0,16,0,62,0,57,1,0
7035,370,230,6628,0.0,1.8333334,23,5,1,0.458428480424,4.52048854749,0,0,125,0,90,0,37,1,1
6597,351,417,21720,0.0,1.5833334,10,5,12,0.458428480424,4.52048854749,0,0,22,0,95,0,99,1,1
42771,383,48,6690,0.0,2.5,16,9,18,0.458428480424,4.52048854749,1,0,62,0,117,0,37,0,0
342,47,417,6724,0.0,1.1666666,23,5,0,0.458428480424,4.52048854749,0,0,28,0,125,0,37,1,1
128567,226,405,11632,0.0,2.1666667,6,10,8,0.458428480424,4.52048854749,0,0,25,0,82,0,57,0,0
126232,226,149,11625,0.0,2.25,11,10,13,0.458428480424,4.52048854749,0,0,49,0,82,0,57,0,0
9715,68,63,9379,0.0,1.3333334,7,6,8,0.458428480424,4.52048854749,0,0,50,0,97,0,37,1,1
9913,136,388,16772,0.0,7.4166665,22,6,5,0.458428480424,4.52048854749,0,0,119,0,62,0,73,1,1
10896,393,256,25576,0.0,4.75,8,6,13,0.458428480424,4.52048854749,0,0,122,0,85,0,140,1,1
115705,226,28,11872,0.0,1.25,9,8,10,0.458428480424,4.52048854749,0,0,16,0,95,0,57,1,0
5567,352,366,16129,0.0,1.4166666,11,5,13,0.458428480424,4.52048854749,0,0,62,0,64,0,67,1,1
2913,47,149,15365,0.0,2.0833333,3,5,5,0.458428480424,4.52048854749,0,0,33,0,33,0,67,1,1
85432,50,10,17270,0.0,1.4166666,2,2,3,0.458428480424,4.52048854749,0,0,0,0,0,0,82,1,0
85912,232,15,10687,0.0,6.0,5,2,11,0.458428480424,4.52048854749,0,0,0,0,0,0,49,2,0
86202,151,347,5363,0.0,3.9166667,6,2,10,0.458428480424,4.52048854749,0,0,0,0,0,0,36,2,0
120338,226,1,11723,0.0,0.75,7,9,8,0.458428480424,4.52048854749,1,0,16,0,82,0,57,0,0
1649,47,315,5611,0.0,3.25,2,5,5,0.458428480424,4.52048854749,0,0,117,0,20,0,37,1,1
16973,89,63,9342,0.0,1.6666666,9,6,11,0.458428480424,4.52048854749,0,0,0,0,16,0,37,1,0
1835,389,72,2643,0.0,2.4166667,23,5,1,0.458428480424,4.52048854749,0,0,90,0,19,0,28,1,1
1198,422,113,12747,0.0,0.6666667,3,5,4,0.458428480424,4.52048854749,0,0,64,0,0,0,60,1,1
16121,22,147,2563,0.0,1.6666666,0,6,2,0.458428480424,4.52048854749,0,0,0,0,42,0,28,1,0
128775,1,230,11586,0.0,0.6666667,6,10,6,0.458428480424,4.52048854749,0,0,16,0,25,0,57,0,0
128933,190,63,11697,0.0,0.75,2,10,3,0.458428480424,4.52048854749,0,0,0,0,42,0,57,0,0
8213,55,222,22060,0.0,2.5,14,5,16,0.458428480424,4.52048854749,0,0,24,0,22,0,99,1,1
121765,62,363,11701,0.0,2.0,6,9,8,0.458428480424,4.52048854749,0,0,24,0,16,0,57,0,0
6194,320,344,7411,0.0,1.5,4,5,6,0.458428480424,4.52048854749,0,0,82,0,62,0,37,1,1
123147,377,230,11728,0.0,0.5833333,4,9,5,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
10425,144,55,16867,0.0,1.5,6,6,7,0.458428480424,4.52048854749,0,0,22,0,16,0,73,1,1
3305,370,163,10364,0.0,4.0833335,22,5,2,0.458428480424,4.52048854749,0,0,16,0,97,0,44,1,0
17179,352,366,18032,0.0,2.0,7,6,9,0.458428480424,4.52048854749,0,0,22,0,16,0,88,2,0
132305,27,230,11581,0.0,0.5,1,11,1,0.458428480424,4.52048854749,0,0,24,0,82,0,57,0,0
9524,368,55,16043,0.0,2.9166667,0,6,3,0.458428480424,4.52048854749,0,0,16,0,100,0,67,1,1
248,424,315,3845,0.0,2.9166667,12,5,15,0.458428480424,4.52048854749,0,0,82,0,42,0,32,1,1
13581,70,256,25671,0.0,1.75,22,6,23,0.458428480424,4.52048854749,0,0,90,0,16,0,140,0,0
8068,160,293,621,0.0,2.9166667,1,5,4,0.458428480424,4.52048854749,0,0,117,0,16,0,1,1,1
119114,380,63,12058,0.0,1.75,5,9,7,0.458428480424,4.52048854749,0,0,22,0,16,0,57,0,0
7730,217,148,196,0.0,2.4166667,9,5,11,0.458428480424,4.52048854749,1,0,64,0,33,0,1,1,1
2986,55,92,15701,0.0,1.8333334,8,5,10,0.458428480424,4.52048854749,0,0,62,0,5,0,67,1,1
12458,332,343,21413,0.0,0.33333334,23,6,23,0.458428480424,4.52048854749,0,0,16,0,16,0,99,0,0
10741,62,357,23742,0.0,3.5,0,6,3,0.458428480424,4.52048854749,0,0,102,0,16,0,110,1,1
115270,226,366,11630,0.0,5.0833335,11,8,16,0.458428480424,4.52048854749,0,0,125,0,22,0,57,0,0
129853,1,230,11628,0.0,0.6666667,3,10,4,0.458428480424,4.52048854749,0,0,42,0,42,0,57,0,0
1395,217,261,22041,0.0,1.5,0,5,2,0.458428480424,4.52048854749,0,0,62,0,95,0,99,1,1
128436,1,230,11630,0.0,0.6666667,9,10,9,0.458428480424,4.52048854749,1,0,16,0,16,0,57,0,0
9703,393,149,15549,0.0,2.0833333,6,6,9,0.458428480424,4.52048854749,0,0,47,0,90,0,67,1,1
132322,190,63,11630,0.0,0.6666667,2,11,2,0.458428480424,4.52048854749,0,0,0,0,82,0,57,0,0
3276,47,261,6711,0.0,1.0833334,12,5,13,0.458428480424,4.52048854749,0,0,16,0,64,0,37,1,1
122626,47,388,2373,0.0,5.25,22,9,4,0.458428480424,4.52048854749,0,0,16,0,24,0,20,1,0
110445,90,149,425,0.0,2.25,2,7,5,0.458428480424,4.52048854749,0,0,22,0,125,0,1,1,0
113260,332,48,6513,0.0,2.4166667,16,8,18,0.458428480424,4.52048854749,0,0,16,0,64,0,37,1,0
117483,146,360,8494,0.0,2.6666667,16,9,19,0.458428480424,4.52048854749,0,0,95,0,28,0,37,0,0
2717,62,48,9318,0.0,2.0,4,5,6,0.458428480424,4.52048854749,0,0,28,0,117,0,37,1,0
93,254,63,9394,0.0,2.1666667,4,5,6,0.458428480424,4.52048854749,0,0,22,0,89,0,37,1,1
10624,425,390,11682,0.0,1.1666666,12,6,13,0.458428480424,4.52048854749,0,0,16,0,24,0,57,1,1
9617,320,422,2981,0.0,1.9166666,3,6,5,0.458428480424,4.52048854749,0,0,124,0,47,0,32,1,1
3998,160,323,14492,0.0,3.1666667,11,5,15,0.458428480424,4.52048854749,1,0,16,0,33,0,66,1,1
9040,423,247,1273,0.0,2.1666667,14,6,16,0.458428480424,4.52048854749,0,0,99,0,22,0,6,1,1
6817,62,149,9425,0.0,2.1666667,5,5,7,0.458428480424,4.52048854749,0,0,82,0,82,0,37,1,1
1880,47,55,6125,0.0,2.0,1,5,3,0.458428480424,4.52048854749,0,0,39,0,20,0,37,0,1
3074,397,225,8575,0.0,0.75,0,5,0,0.458428480424,4.52048854749,0,0,44,0,79,0,37,1,1
10596,370,149,18731,0.0,2.3333333,11,6,14,0.458428480424,4.52048854749,0,0,16,0,64,0,91,1,1
5129,373,297,24280,0.0,1.4166666,22,5,0,0.458428480424,4.52048854749,0,0,16,0,22,0,122,1,0
129012,226,357,11617,0.0,1.8333334,6,10,8,0.458428480424,4.52048854749,0,0,16,0,16,0,57,0,0
2472,368,363,15917,0.0,1.1666666,6,5,7,0.458428480424,4.52048854749,0,0,16,0,103,0,67,0,1
7076,308,163,805,0.0,1.1666666,1,5,2,0.458428480424,4.52048854749,0,0,0,0,72,0,1,1,1
10181,423,222,22001,0.0,2.3333333,14,6,16,0.458428480424,4.52048854749,0,0,62,0,95,0,99,1,1
124255,190,63,11699,0.0,0.75,2,10,3,0.458428480424,4.52048854749,0,0,0,0,62,0,57,0,0
2098,299,344,8253,0.0,2.0833333,14,5,16,0.458428480424,4.52048854749,0,0,16,0,97,0,37,1,1
2478,254,74,25518,0.0,2.0833333,6,5,8,0.458428480424,4.52048854749,0,0,22,0,16,0,140,1,0
123409,1,230,11586,0.0,0.6666667,6,9,6,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
131208,226,363,11730,0.0,1.8333334,11,11,13,0.458428480424,4.52048854749,0,0,82,0,16,0,57,0,0
7524,320,344,3562,0.0,1.5,10,5,12,0.458428480424,4.52048854749,0,0,117,0,16,0,32,1,1
9297,217,417,22082,0.0,2.5833333,8,6,10,0.458428480424,4.52048854749,0,0,64,0,25,0,99,1,1
8833,217,149,360,0.0,2.5833333,5,6,7,0.458428480424,4.52048854749,0,0,62,0,4,0,1,1,1
119199,226,366,11630,0.0,5.0833335,11,9,16,0.458428480424,4.52048854749,0,0,16,0,85,0,57,0,0
131990,27,230,11575,0.0,0.5,1,11,1,0.458428480424,4.52048854749,0,0,24,0,24,0,57,0,0
4759,145,217,17100,0.0,1.3333334,7,5,8,0.458428480424,4.52048854749,0,0,16,0,37,0,76,1,1
